24	Few, though, expected a reversal from the “zero Covid” strategy enshrined as essential to protecting China’s 1.4 billion people from a storm of infections.On Nov. 28, during the protests, China’s news agency, Xinhua, had called the strategy a “magic weapon for victory.”Around the same time, Sun Chunlan, the Chinese vice premier overseeing Covid policy, told officials to “remain steadfast.” 
25	Then, as she gathered on Nov. 30 with health experts and officials who had been vocal defenders of zero Covid, the tone changed.
26	“Our fight against the pandemic is at a new stage and comes with new tasks,” said Ms. Sun  at the meeting of the National Health Commission. 
27	Strikingly, she didn’t use the term “zero Covid,” one of the first hints that the country was relinquishing its long-held approach.Even before the protests, the strategy had been under severe stress. 
28	By late November, outbreaks were ripping through more than 200 cities. 
29	On Nov. 7, national authorities confirmed 5,496 Covid cases; by Nov. 27 it was nearly 40,000 , a record high for daily cases in the country. 
30	The pooled P.C.R. testing that was a pillar of “zero Covid” — checking samples from 20 or more people in the same test tube as a quick, cheap way to find infections — stopped working in some cities. 
31	Too many positive results were clogging the queue for follow-up tests to pinpoint the carriers. 
32	In Beijing, results were taking days to come back.
33	“It was in too many cities; it was spreading too far,” said Rodney Jones, the principal at Wigram Capital Advisors, a firm that has closely monitored China’s cases. 
34	“It was a question of when would they recognize that reality.” 
35	The economy was also battered. 
36	Shoppers stayed home, either locked down or trying to avoid quarantine for accidentally passing through a designated viral hot spot. 
37	Retail sales were down almost 6 percent in November compared with a year earlier. 
38	Housing prices continued a long slide. 
39	Mr. Xi has argued that Covid controls, while burdensome, had protected China’s economy and health, to the envy of the world. 
40	But the distress was starting to translate into one of the party’s greatest fears: worker unrest.In Zhengzhou in central China, thousands of workers clashed with police  at an iPhone plant, angry about a delay in bonuses and the handling of an outbreak.In Haizhu, a textile manufacturing district in southern China, laborers poured onto the streets  over food shortages and hardships under lockdown. 
41	Migrant workers, who depend on daily work for their livelihoods, went weeks without jobs.
42	“I couldn’t make a living this year,” said Zhou Kaice, a street porter in Chongqing. 
43	“Some bosses I worked for started up for a few days but were then shut by lockdowns.” 
44	Despite the strains, officials still insisted China must win its pandemic war. 
45	Provincial leaders throughout November declared their commitment to “zero Covid,” often citing Mr. Xi as their lodestone.
46	“If pandemic controls were loosened, that would inevitably create mass infections,” said a Xinhua editorial on Nov. 19. 
47	“Economic and social development and the public’s physical health and safety would be seriously hurt.” 
48	Even if city leaders understood the challenges, Shanghai’s experience stood as a warning against experimentation in Covid policy. 
49	Officials there initially tried to avoid a citywide shutdown that would drag down China’s economy, preferring more fine-grained closures. 
50	One early lockdown area applied to a single milk tea shop.But as cases of the fast-spreading Omicron variant multiplied, central government officials reversed course and demanded a citywide lockdown , which ended up lasting two months.
51	“Many officials would have looked at Shanghai and decided it’s still ‘zero Covid’ no matter what,” said Patricia Thornton, a professor of Chinese politics at the University of Oxford. 
52	“War is a binary — you’re either at war or you’re not at war.”Ms. 
53	Sun remained insistent when she visited Chongqing in late November to inspect its pandemic measures, including the hospital under construction. 
54	The city’s efforts to identify and isolate infected people were showing results, she said .
55	“The rapid rise of the outbreak has been effectively contained,” Ms. Sun said, according to a report released Nov. 27 , the last day of her visit. 
56	By then, China’s most widespread protests since 1989 had begun. 
57	Students, workers and homeowners in Beijing, Shanghai and elsewhere vented against Covid controls, angered by a fire in western China that many believed, despite official denials, had killed residents trapped in their apartments by lockdowns.
58	“I tell you that in this world there’s only one sickness, and that’s poverty and having no freedom, and we’ve got plenty of that,” said a Chongqing man whose tirade went viral in China . 
59	“Give me liberty or give me death,” he shouted, using the Chinese version of the American revolutionary battle cry. 
60	Mr. Xi told the visiting European Council president, Charles Michel, on Dec. 1 that the protests were driven mainly by frustrated youth who had borne the brunt of lockdowns, according to two officials with knowledge of the talks. 
61	Nefarious forces, Mr. Xi added, had tried to piggyback off them to destabilize the country.But the swiftness of the government’s actions belied Mr. Xi’s sang-froid. 
62	Six days after the meeting with Mr. Michel, China’s National Health Commission released a new set of 10 rules that effectively dismantled “zero Covid.” 
63	While economic and epidemiological realities were forcing leaders to reassess their pandemic controls, the protests appeared to heighten fear that continued restrictions would ignite more demonstrations, without stifling the virus.
64	“The scale of the protests really seemed to send a powerful message that ‘enough is enough and it’s time to change’,” said Dali Yang , a professor of political science at the University of Chicago who has studied China’s handling of the pandemic. 
65	In the following days, officials issued many new rules: encouraging vaccinations, setting rules for protecting old age homes and other vulnerable sites, preparing villages for infections. 
66	Their message about Covid, especially the fast-moving variant, flipped from alarm to tut-tutting at any fears.
67	“The virulence of the novel coronavirus’ Omicron strain has clearly fallen, and most people infected only show light or no symptoms,” Wang Guiqiang, a medical expert, told a government news conference  a day after the rule changes. 
68	For now, most people are staying home, either because they have Covid or fear getting it. 
69	But if deaths rise sharply, public anger could revive. 
70	Coming infections could hinder a quick economic rebound.In Chongqing, at least some medical teams have left the just-built quarantine hospital, its future use unclear. 
71	A doctor in a city hospital said on social media that “primary care has exploded” with Covid patients, and more than half the doctors and nurses in the respiratory disease section were infected. 
72	Mr. Chen, the city’s party secretary, transferred to another city on Dec. 8 , part of a wider reshuffle among local leaders.
73	“Many people have told me that I’m giving up just before dawn breaks,” said Sisi Shi, a business owner in Chongqing who decided this month to close a restaurant she owns in another Chinese city, Dali. 
74	“But in my judgment, even with opening up, there won’t be an instant revival, because there’ll be wave after wave of shocks.”Additional reporting and research by Li You, Matina Stevis-Gridneff and Olivia Wang .
75	The days of paying to pet lion and tiger cubs, as portrayed in the hit Netflix documentary television series “Tiger King,” are officially over in the United States.On Tuesday, President Biden signed a bill into law  that seeks to halt the exploitation of big cats by preventing unlicensed people from owning, breeding and transporting these animals. 
76	The law also bans licensed exhibitors — mainly zoos and sanctuaries — from allowing the public to touch the animals or hold cubs.
77	“Tiger King,” which captivated viewers stuck at home in 2020, shone a light on the fraught world of private big cat ownership and highlighted the “miserable conditions thousands of tigers, lions, leopards, and pumas are kept in by irresponsible owners,” Representative Mike Quigley, Democrat of Illinois, said in a statement . 
78	The seven-part series depicted a turbulent industry of roadside zoo attractions in the U.S. and zoomed in on a now-shuttered facility in Oklahoma once operated by Joseph Maldonado-Passage, a colorful character who also goes by the name Joe Exotic. 
79	The show also focused on simmering discord between Mr. Maldonado-Passage and Carole Baskin, a self-described animal rights activist often clad in animal-print apparel who denounced Mr. Maldonado-Passage’s zoo.At that zoo, G.W. Exotic Animal Park, which once promoted Groupon admission deals,  customers could pay to cuddle with baby cubs and take photos with them. 
80	The “Tiger King” footage included a scene of a cub being separated from its mother shortly after birth.In January 2021, several months after the show’s release, Mr. Quigley introduced the “Big Cat Public Safety Act,” which in July of this year passed in the House of Representatives  with a 278-134 vote and then in the Senate unanimously earlier this month. 
81	The animals covered under the bill are species of lion, tiger, leopard, cheetah, jaguar, cougar and hybrids of these cats.The new law will “not only help end the cruel and inhumane cub petting industry,” Mr. Quigley said in a statement , but also keep communities safer.Animal rights advocates celebrated the legislation, which they described as long overdue. 
82	Sara Amundson, president of the Humane Society Legislative Fund, said that the law ended “a warped industry with no socially redeeming purpose, perpetrating great harm to animals while putting Americans at risk every day of the year.” 
83	Ms. Amundson added that the bill would put a stop to what she called “an endless cycle of exploiting and mistreating big cat cubs, who were dumped after they grew too large for photo ops.” 
84	In the last two decades, more than 400 “dangerous incidents” involving big cats occurred in 46 states and the District of Columbia, including at least 24 deaths, according to the Humane Society of the United States. 
85	Under the new law, owners of big cats have 180 days to register their animals with the U.S. Fish and Wildlife Service. 
86	People who fail to do so face a fine of up to $20,000 or five years in prison.In 2018, Mr. Maldonado-Passage was arrested after he tried twice the prior year, unsuccessfully, to hire people  to kill Ms. Baskin. 
87	Mr. Maldonado-Passage paid an employee $3,000 to cut off Ms. Baskin’s head, according to court records. 
88	In a second attempt, he made the grave blunder of hiring an undercover F.B.I. agent.He was also found guilty of falsifying wildlife records  and violating the Endangered Species Act for his role in trafficking and killing tigers.Mr. 
89	Maldonado-Passage, who maintains his innocence, is now serving 21 years in prison .
90	Ms. 
91	Baskin, who is the chief executive and founder of a Tampa, Fla.-based organization called Big Cat Rescue, told The New York Times that she viewed the bill’s passage as “the greatest achievement in my 30 years of working to stop mistreatment of big cats.”She also said in a statement that the bill came after “many years of battling against narcissistic, abusive, dangerous men who dominated this cruel trade and did everything they could to stop its passage, including wanting to intimidate, discredit, and even kill me.”She expressed gratitude for being “harder to intimidate or kill than some thought.”
92	Representative Hakeem Jeffries of New York, the incoming House Democratic leader, on Wednesday accused Representative-elect George Santos of being a “complete and utter fraud,” as a new report cast doubt on Mr. Santos’s account of his Jewish descent.
93	“His whole life. Made up,” Mr. Jeffries said at a news conference in Washington. 
94	“Did you perpetrate a fraud on voters of the Third Congressional District of New York?”Hours before Mr. Jeffries spoke, The Forward, a Jewish publication based in New York City, reported that Mr. Santos, a Republican, may have misled voters about having Jewish ancestry, a claim he made  on his website and in statements during his political campaign.In his current biography, Mr. Santos says that his mother, Fatima Devolder, was born in Brazil to immigrants who “fled Jewish persecution in Ukraine, settled in Belgium, and again fled persecution during WWII.”But according to The Forward — which cited information from myheritage.com, a genealogy website; Brazilian immigration cards; and databases of refugees — Ms. Devolder’s parents seemed to have been born in Brazil before World War II. 
95	CNN later published a similar report  that also cited interviews with several genealogists.Ms. 
96	Devolder died in 2016, according to an online obituary . 
97	Mr. Santos said in a 2020 interview that his family converted to Christianity in Brazil, and on Ms. Devolder’s Facebook page, which links to Mr. Santos’s, she regularly shared Christian imagery and had “liked” numerous Facebook pages associated with Brazil-based Christian organizations. 
98	Mr. Santos’s campaign, his lawyer and a political consulting firm that had been fielding reporter inquiries did not immediately respond to a request for comment.The Republican Jewish Coalition, an influential conservative group that has hosted Mr. Santos and billed him as a Jewish Republican , said that it had reached out to Mr. Santos’s office regarding The Forward’s reporting.
99	“These allegations, if true, are deeply troubling,” the coalition’s director, Matt Brooks, said. 
100	“Given their seriousness, the congressman-elect owes the public an explanation, and we look forward to hearing it.”Mr. 
101	Santos, whose victory in a district covering parts of Long Island and Queens helped his party secure a narrow majority in the House next year, has not directly answered questions about his background raised by an article in The New York Times  earlier this week. 
102	The Times’s report found that Mr. Santos may have misled voters about key details of his résumé that were on his campaign website at various points during his two bids for Congress, including his college graduation and his purported career on Wall Street. 
103	It also found that Mr. Santos did not include key details about his business, the Devolder Organization, on financial disclosure forms. 
104	The Devolder Organization, which was registered in 2021 in Florida, had been dissolved by state officials in September after it failed to file an annual report. 
105	On Tuesday, Mr. Santos filed paperwork to reinstate it.The claim that Mr. Santos’s maternal grandparents fled Jewish persecution was added to his campaign website sometime between April and October, according to a review of the Internet Archive’s Wayback Machine. 
106	An earlier version of Mr. Santos’s biography said simply that Mr. Santos’s maternal grandparents “fled the devastation of World War II Europe.”Though Mr. Santos has identified as Catholic, he has more often trumpeted his Jewish heritage on the campaign trail, even as he described himself as a nonobservant Jew. 
107	As early as June 2020, when he was making his first bid for Congress, he wrote on Twitter that he was the “grandson of Holocaust refugees.”On Sunday night, Mr. Santos attended a Hanukkah party on Long Island being held by the Republican Jewish Coalition. 
108	He also spoke last month at the coalition’s annual leadership meeting  in Las Vegas. 
109	In his remarks in Washington, Mr. Jeffries did not address the new questions about Mr. Santos’s heritage. 
110	But he said that The Times’s reporting left him with doubts as to Mr. Santos’s suitability for office that he believed the House minority leader, Representative Kevin McCarthy, needed to address. 
111	“It’s an open question to me as to whether this is the type of individual that the incoming majority should welcome to Congress,” Mr. Jeffries said. 
112	Mr. McCarthy, the top House Republican, who is trying to shore up support for his bid to become the House’s next speaker, has not commented on The Times’s findings. 
113	A spokesman for Mr. McCarthy has not responded to emails or phone calls about Mr. Santos, who voiced his support for Mr. McCarthy’s potential speakership hours after The Times warned him of its report on Sunday night.Legal experts have said it is unlikely that the House of Representatives could deny Mr. Santos his seat in Congress. 
114	There are procedures that allow losing candidates to contest  the results of a House election. 
115	But a Supreme Court decision in 1969 limited the House from preventing candidates from taking office unless they did not meet the Constitution’s age, citizenship and state residency requirements. 
116	Some Democrats and government watchdog groups have called for further investigation of Mr. Santos’s past claims and financial disclosure forms, either by the bipartisan Office of Congressional Ethics or by federal prosecutors. 
117	Representative-elect Dan Goldman, a Democrat from New York City and a former assistant U.S. attorney, said in an interview on Wednesday that he believed there were two possible federal crimes that prosecutors should investigate. 
118	The first issue, he said, was whether Mr. Santos had willfully and intentionally made false statements in his financial disclosure forms. 
119	Such a violation, he said, would require investigators to make sure that there was a clear and knowing intent to omit or misrepresent information. 
120	“As someone who had to make those disclosures, they’re done under penalty of perjury,” Mr. Goldman said. 
121	But Mr. Goldman, who was the chief investigator in the first impeachment case against former President Donald J. Trump, said that he believed the authorities should explore whether Mr. Santos’s apparent misstatements could be considered part of a conspiracy to defraud the United States.Such a charge would be an aggressive approach, Mr. Goldman said. 
122	(It was used on Monday by the committee investigating the Jan. 6 attack on the Capitol against Mr. Trump, whom Mr. Santos has previously backed.) 
123	Prosecutors would need to prove that Mr. Santos had interfered with a federal election by willfully disseminating misinformation, and that he had worked with others to do so. 
124	“I think it’s worthy of investigation to see whether his efforts to repeatedly and pervasively lie about pretty much anything rises to the level of an effort to defraud the voters of his district to vote for him,” Mr. Goldman said.
125	Perhaps you missed the big news: In 2023, there will be a record-breaking 12 women serving as governors around the nation. 
126	Way over the previous record of … nine.And your reaction is: Hey, that’s 24 percent — not bad.That’s less than a quarter!
127	Are any of them going to run for president? 
128	And does that mean we have to discuss Kamala Harris? 
129	Because I’m really not sure. 
130	… OK, one thing at a time, please. 
131	Just think of 2023 as the Year of Women Governors. 
132	Even so, we’ve still got a way to go. 
133	Eighteen states have yet to select a woman governor, ever. 
134	California! 
135	Pennsylvania! 
136	And Florida — really Florida, there’s a limit to how much time we’ve got to complain about you. 
137	New York elected a woman for the first time last month, a development that began when then-Lt. 
138	Gov. Kathy Hochul was propelled into the job because of Andrew Cuomo’s sexual harassment scandal. 
139	Sorry, Andrew, but history may well recall this as your final gift to New Yorkers. 
140	Arizona hasn’t gotten enough attention — electing Katie Hobbs as its fifth female governor kept it the national record-holder. 
141	Good work, guys! 
142	It was also one of the states with a woman-vs.
143	-woman race, although being Arizona, it featured a crazy subplot. 
144	Kari Lake, the defeated Republican Trumpophile, is taking the whole thing to court.It’s important to admit that while the quantity of female governors expands, the quality is … varied. 
145	Current incumbents include the newly re-elected Kristi Noem of South Dakota, whose attitude toward Covid vaccination has been, at best, deeply unenthusiastic. 
146	(Noem spent $5 million of pandemic relief funds on ads to promote tourism.)On the other side, there’s Michigan’s current governor, Gretchen Whitmer, who led the Democrats to a monster statewide sweep last month. 
147	She went through a lot to do it — remember when a group called Wolverine Watchmen plotted to kidnap her and put her on trial for treason? 
148	Our female governors, both incumbent and newly elected, have a wide ideological range, but it’s very possible they’ll still be more conscious of women’s issues — like child care and sexual assault — than would a group of men from similar political backgrounds. 
149	And abortion rights — although some, like Noem, are definitely not on that boat. 
150	The Supreme Court’s Dobbs decision mobilized female voters so much in the fall that you’d think we’d be seeing more women out there carrying the flag in the governors’ races. 
151	“It may well have come down too late to see candidacies emerge as a result,” said Debbie Walsh, director of the Center for American Women and Politics at Rutgers University, who’s hoping the surge will still be coming. 
152	If so, it’ll be the next chapter in a saga that goes back a century — the first two women ever elected governor won their jobs in 1925, in Wyoming and Texas. 
153	The Wyoming winner, Nellie Tayloe Ross, was the widow of the prior governor. 
154	When he died, his party nominated her to succeed him before she’d decided to run. 
155	She won anyhow and apparently liked the job. 
156	Ross ran for re-election and lost but went on to forge a successful career as director of the U.S. Mint. 
157	Wyoming, however, has never since chosen a woman as governor. 
158	Get a move on, Wyoming. 
159	The other woman who became governor a century ago was a little less, um, encouraging. 
160	Texas’ Miriam “Ma” Ferguson also succeeded her husband — who was, in this case, impeached. 
161	“Ma” basically vowed to carry on her husband’s not-totally-reputable practices. 
162	Elect her, she promised voters, and get “two for the price of one.” 
163	That, you may remember, is what Bill Clinton said when he ran for president in 1992 — pick him and get Hillary as well. 
164	It worked a lot better for the couple from Arkansas than it did for the couple in Texas. 
165	Ma Ferguson won, and voters got a governor who pardoned an average of 100 convicts a month. 
166	Most did not appear to be worthy of release on any basis other than cold cash. 
167	But hey, she was definitely carrying on a family tradition. 
168	The first woman elected governor in her own right was Ella Grasso in Connecticut. 
169	That was in 1974 and I was in Hartford at the time, starting out my career covering the state legislature. 
170	My clients were little papers who forked over a tiny bit of money to hear what their lawmakers were up to. 
171	The regular pressroom decreed there was no room for any newcomers, and I was dispatched — along with my partner, Trish Hall — to work out of the Capitol attic. 
172	The other facilities in said attic included a men-only bar for legislators. 
173	The 35 women in the legislature at the time didn’t seem upset about discrimination when it came to access to drinking quarters. 
174	Possibly because the facility in question, known as the Hawaiian Room, was a dark, moldy space with dusty plastic leis hanging from the ceiling. 
175	But I did complain about having to work in the attic, and one night when I was there alone — it was really pretty late — Ella Grasso herself showed up to check the accommodations. 
176	As she was walking down the narrow room, a bat flew down from the ceiling and into her hair. 
177	She took it very well.The Times is committed to publishing a diversity of letters to the editor. 
178	We’d like to hear what you think about this or any of our articles. 
179	Here are some tips. 
180	And here’s our email: letters@nytimes.com .
181	Follow The New York Times Opinion section on Facebook, Twitter (@NYTopinion) and Instagram .
182	On Nov. 30, 2020, Sean Hannity hosted Sidney Powell on his prime-time Fox News program. 
183	As she had in many other interviews around that time — on Fox and elsewhere in right-wing media — Ms. Powell, a former federal prosecutor, spun wild conspiracy theories about what she said was “corruption all across the country, in countless districts,” in a plot to steal re-election from the president, Donald J. Trump.At the center of this imagined plot were machines from Dominion Voting Systems, which Ms. Powell claimed ran an algorithm that switched votes for Mr. Trump to votes for Joseph R. Biden Jr. 
184	Dominion machines, she insisted, were being used “to trash large batches of votes.”Mr. 
185	Hannity interrupted her with a gentle question that had been circulating among election deniers, despite a lack of supporting proof: Why were Democrats silencing whistle-blowers who could prove this fraud?
186	Did Mr. Hannity believe any of this?
187	“I did not believe it for one second.” 
188	That was the answer Mr. Hannity gave, under oath, in a deposition in Dominion’s $1.6 billion defamation lawsuit against Fox News, according to information disclosed in a court hearing on Wednesday. 
189	The hearing was called to address several issues that need to be resolved before the case heads for a jury trial, which the judge has scheduled to begin in April. 
190	Mr. Hannity’s disclosure — along with others that emerged from court on Wednesday about what Fox News executives and hosts really believed as their network became one of the loudest megaphones for lies about the 2020 election — is among the strongest evidence yet to emerge publicly that some Fox employees knew that what they were broadcasting was false. 
191	The high legal standard of proof in defamation cases makes it difficult for a company like Dominion to prevail against a media organization like Fox News. 
192	Dominion has to persuade a jury that people at Fox were, in effect, saying one thing in private while telling their audience exactly the opposite. 
193	And that requires showing a jury convincing evidence that speaks to the state of mind of those who were making the decisions at the network. 
194	In Delaware Superior Court on Wednesday, Dominion’s lawyers argued that they had obtained ample evidence to make that case. 
195	One lawyer for Dominion said that “not a single Fox witness” so far had produced anything supporting the various false claims about the company that were uttered repeatedly on the network. 
196	And in some cases, other high-profile hosts and senior executives echoed Mr. Hannity’s doubts about what Mr. Trump and his allies like Ms. Powell were saying, according to the Dominion lawyer, Stephen Shackelford. 
197	This included Meade Cooper, who oversees prime-time programming for Fox News, and the prime-time star Tucker Carlson, Mr. Shackelford said. 
198	“Many of the highest-ranking Fox people have admitted under oath that they never believed the Dominion lies,” he said, naming both Ms. Cooper and Mr. Carlson. 
199	Mr. Shackelford described how Mr. Carlson had “tried to squirm out of it at his deposition” when asked about what he really believed. 
200	Mr. Shackelford started to elaborate about what Mr. Carlson had said privately, telling the judge about the existence of text messages the host had sent in November and December of 2020. 
201	But the judge, Eric M. Davis, cut him off, leaving the specific contents of those texts unknown. 
202	A spokeswoman for Fox News declined to comment. 
203	Another previously unknown detail emerged on Wednesday about what was going on inside the Fox universe in those frantic weeks after the election. 
204	A second lawyer representing Dominion, Justin Nelson, told Judge Davis about evidence obtained by Dominion showing that an employee of the Fox Corporation, the parent company of Fox News, had tried to intervene with the White House to stop Ms. Powell. 
205	According to Mr. Nelson, that employee called the fraud claims “outlandish” and pressed Mr. Trump’s staff to get rid of Ms. Powell, who was advising the president on filing legal challenges to the results.Mr. 
206	Nelson said that evidence cut straight to the heart of whether the Fox Corporation, which is controlled by Rupert and Lachlan Murdoch, was also liable for defamation. 
207	Judge Davis ruled in June  that Dominion could sue the larger, highly profitable corporation, which includes the Fox network on basic television and a lucrative sports broadcasting division. 
208	A spokesman for the Fox Corporation declined to comment. 
209	Over the last several months, Dominion has been combing through mountains of private email and text messages from people at every level of Fox News and the Fox Corporation — hosts like Mr. Hannity, senior executives and midlevel producers. 
210	A lawyer for Fox, Dan K. Webb, said on Wednesday that the company had produced more than 52,000 documents for Dominion, with more to come. 
211	During the hearing, the judge was asked to rule on several issues. 
212	One was whether a second voting company that is suing Fox for defamation, Smartmatic, could be given access to the documents Dominion had obtained for its case. 
213	Judge Davis ruled in Fox’s favor, denying Smartmatic’s motion. 
214	A second issue was whether certain evidence that Dominion has used against Fox in its court filings — including emails among Fox employees and a page from a deposition in which someone from Fox describes the journalistic processes of one of the network’s programs — should be made public. 
215	Throughout the case, Fox has asked the court to keep almost everything in the case pertaining to its inner workings under seal. 
216	A third lawyer for Dominion, Davida Brook, argued on Wednesday that the public had a fundamental right to see what it had filed with the court in the interest of fostering the openness that a democracy requires. 
217	Judge Davis disagreed, ruling that the evidence would stay under seal. 
218	But he admonished the lawyers that neither party in the case should be overly aggressive in trying to keep facts in the case confidential. 
219	If, for instance, someone says something “not bright” — and therefore embarrassing — that wouldn’t be enough to keep that information under seal, Judge Davis said. 
220	“That’s too bad,” he said.
221	Under Armour named Stephanie Linnartz, president of Marriott International, its new chief executive officer on Wednesday, seven months after Patrik Frisk stepped down from the top role at the sportswear giant.Ms. 
222	Linnartz is the third permanent chief executive in Under Armour’s 22-year history but the second since 2019, when the founder, Kevin Plank , stepped away from overseeing day-to-day activities. 
223	Mr. Plank will remain executive chair and brand chief.
224	“Under Armour is an iconic brand with a huge opportunity ahead,” Ms. Linnartz said in a statement. 
225	“This company has immense energy and excitement.” 
226	Ms. Linnartz will take over on Feb. 27, the company said. 
227	She has worked at Marriott since 1997, helping to establish its website and app as ways to build customer loyalty. 
228	She is also on the board of directors at Home Depot.
229	“Those fresh eyes are going to be really helpful for Under Armour,” Mr. Plank said, referring to Ms. Linnartz’s experience in the hospitality industry. 
230	“We’ve got enough industry experts here at Under Armour. We’re fortunate to have a leader with the perspective that Stephanie is going to bring.” 
231	In the past few years, Under Armour has struggled to maintain the rapid growth that impressed Wall Street in its early days as a publicly traded company. 
232	Its stock has fallen 53 percent this year. 
233	In November, Under Armour lowered its outlook for the 2023 fiscal year, and several top executives have left in the past few months. 
234	The company now expects revenue to increase at a low-single-digit percentage rate, compared with an earlier forecast of 5 to 7 percent. 
235	It also now sees operating income being between $270 million and $290 million, down from the previous range of $300 million to $325 million. 
236	In the quarter that ended Sept. 30 revenue increased 2 percent.Under Armour is focused on winning back shoppers in the 16- to 20-year-old range. 
237	According to Piper Sandler’s fall survey , Under Armour dropped out of the top 10 most popular brands for teenagers.
238	“It’s time for us to put up,” Mr. Plank said. 
239	“We went through five years really of restructuring, of getting our house in order, of putting those pieces in place, and the good news through all of that is the consumer is still there for us.” 
240	Colin Browne, who was the interim chief executive, will return to his role as chief operating officer.
241	“There’s only two hands on the wheel,” Mr. Plank said, referring to the chief executive role. 
242	“Stephanie has to be the one to steer the ship.”
243	KYIV, Ukraine — Before Russia’s full-scale invasion of Ukraine, President Volodymyr Zelensky was often brushed off as a former comedian who stumbled into the job of leading a nation with the seemingly naïve promise of cleaning up Ukraine’s endemic corruption. 
244	After a quick trip Tuesday to the bloodiest theater in the war, he arrived in Washington on Wednesday a national hero and global superstar, having forged a leadership style blending personal daring with deft messaging to rally his people at home and his allies abroad. 
245	That aura has served him and his country well to this point. 
246	But Mr. Zelensky arrives in Washington at a pivotal time for Ukraine, when his troops’ lightning counteroffensives from this fall are slowing down. 
247	He will be pleading for the more powerful weapons he believes Ukraine needs, but he will have to walk a fine line. 
248	By taking a daring trip abroad during wartime, he is seeking to project strength and show confidence that Ukraine will ultimately prevail. 
249	But to make the case for continued financial and military support, he needs to draw attention to the dire threat Ukraine still faces without seeming weak.
250	“President Zelensky would like to present this trip as serious progress in the war,” Volodymyr Ariev, a member of Parliament in the opposition European Solidarity Party, said in an interview. 
251	“It’s a pretty clear message that the alliance of the United States and Ukraine is maintained and is quite strong.” 
252	In Ukraine, the visit was also seen as tied to the American political calendar, coming as control of the House passes to the Republican Party, some of whose members have voiced skepticism of continuing to funnel assistance to Ukraine. 
253	Another of Mr. Zelensky’s principal aims, analysts say, is to maintain unified American support for the war, doing whatever he can to avoid having it devolve into a partisan issue. 
254	“Zelensky should not maneuver between the Democrats and Republicans,” Yevhen Mahda, a political commentator in Kyiv, said in an interview. 
